time,Open,High,Low,Close,Volume,Market Spread,Change,MA(5days),MA(20days),MA(50days),MA(88days),MA(100days),MA(200days),EMA(5days),STD(5days),EMA(20days),STD(20days),EMA(50days),STD(50days),EMA(100days),STD(100days),MACD0,MACD1,MACD2,MACD3,MACD4,MACD5,Bollinger Upper,Bollinger Lower
2021-01-17,128.78,130.22,127.0,127.14,111598531,3.219999999999999,0.0,128.24399999999997,130.62199999999999,127.7148,122.63670454545455,122.20790000000001,115.88255,127.9439936435797,1.6659321714882627,129.47269277474558,2.4510311471324813,127.38498313459577,4.580442559493226,123.25098396911957,6.828849866189114,-1.5286991311658795,0.5590105089839312,4.693009674460129,2.0877096401498108,6.221708805626008,4.133999165476197,135.52406229426495,125.71993770573502
2021-01-18,128.78,130.22,127.0,127.14,111598531,3.219999999999999,0.0,127.494,130.2355,127.9258,122.76613636363636,122.30959999999999,116.06310000000002,127.67599576238648,0.7915680640345556,129.25053155810315,2.3534375194378274,127.37537595284692,4.291390093987733,123.32799418755285,6.82578414039843,-1.5745357957166703,0.3006198095395547,4.348001574833631,1.875155605256225,5.922537370550302,4.047381765294077,134.94237503887567,125.52862496112435
2021-01-19,127.78,128.71,126.94,127.83,90757329,1.7700000000000102,0.005427088249174039,127.27799999999999,129.941,128.10139999999998,122.91147727272727,122.4182,116.24709999999999,127.72733050825767,0.30857738089393966,129.1152428382838,2.2611685381451796,127.39320434685293,4.095973637710193,123.4171428175023,6.826364277748945,-1.3879123300261256,0.3341261614047397,4.31018769075537,1.7220384914308653,5.698100020781496,3.9760615293506305,134.46333707629037,125.41866292370965
2021-01-20,128.66,132.49,128.55,132.03,104319500,3.9399999999999977,0.032856137057028834,128.256,129.908,128.2876,123.10454545454546,122.4945,116.45209999999999,129.16155367217178,2.1307815467568805,129.39283875844725,2.2234387781099043,127.57503947050576,4.057781418560749,123.58769444487848,6.891073625137983,-0.23128508627547717,1.58651420166602,5.573859227293298,1.8177992879414973,5.805144313568775,3.9873450256272776,134.3548775562198,125.46112244378018
2021-01-21,133.8,139.67,133.59,136.87,120529544,6.079999999999984,0.036658335226842365,130.202,130.11700000000002,128.5634,123.35261363636363,122.6522,116.68130000000001,131.73103578144787,4.247995998114902,130.10494935288085,2.6535598730767145,127.93954772656437,4.163860850661804,123.85071039646505,7.037723831415551,1.626086428567021,3.7914880548835015,7.880325384982825,2.1654016263164806,6.254238956415804,4.088837330099324,135.42411974615345,124.80988025384659
2021-01-22,136.28,139.85,135.02,139.07,114459400,4.829999999999984,0.016073646525900376,132.58800000000002,130.43599999999998,128.886,123.6255681818182,122.831,116.90934999999999,134.1773571876319,5.314660854654876,130.95876370022555,3.287030975147925,128.37603605101282,4.340393097969186,124.15208246782217,7.224841615124726,3.218593487406366,5.801321136619094,10.025274719809744,2.5827276492127282,6.806681232403378,4.223953583190649,137.01006195029584,123.86193804970412
2021-01-23,136.28,139.85,135.02,139.07,114459400,4.829999999999984,0.0,134.974,130.755,129.2224,123.8809090909091,123.01460000000002,117.13885,135.80823812508794,4.920699137317949,131.73126239544217,3.788605492651671,128.79540718626723,4.465584295704362,124.44748677539005,7.401522423246443,4.076975729645767,7.012830938820713,11.360751349697892,2.935855209174946,7.2837756200521255,4.34792041087718,138.33221098530333,123.17778901469666
2021-01-24,136.28,139.85,135.02,139.07,114459400,4.829999999999984,0.0,137.22199999999998,131.238,129.55880000000002,124.19761363636363,123.2151,117.3575,136.89549208339196,3.054753672557296,132.43018978635246,4.201387740660408,129.1983323946489,4.562118483909106,124.73704149270905,7.562046312628955,4.4653022970395,7.6971596887430564,12.158450590682904,3.2318573917035565,7.693148293643404,4.461290901939847,139.64077548132082,122.83522451867918
2021-01-25,143.07,145.09,136.54,142.92,157611713,8.550000000000011,0.027683900194146682,139.4,131.8335,129.97220000000002,124.51125,123.4541,117.59369999999998,138.903661388928,2.186206760579379,133.42921933050937,4.945525649248185,129.73643700662345,4.815772254598832,125.09710007701185,7.801995354077845,5.474442058418617,9.16722438230454,13.806561311916141,3.692782323885922,8.332119253497524,4.639336929611602,141.72455129849635,121.94244870150362
2021-01-26,143.6,144.3,141.37,143.16,98390600,2.930000000000007,0.0016792611251050804,140.658,132.6615,130.3604,124.90102272727273,123.6955,117.8299,140.32244092595198,2.1761135080696974,134.35596034665133,5.389534961874408,130.26285124165784,5.079086355249564,125.45478126360567,8.033437617203282,5.966480579300651,10.059589684294139,14.867659662346313,4.093109104993488,8.901179083045662,4.808069978052174,143.4405699237488,121.88243007625117
2021-01-27,143.43,144.3,140.41,142.06,140843800,3.890000000000015,-0.007683710533668564,141.256,133.2185,130.714,125.27829545454546,123.9563,118.0606,140.901627283968,2.0370149729453626,135.08967840887502,5.762805671765259,130.72548452629871,5.266223911467779,125.78359747620755,8.201995403312626,5.81194887509298,10.176142757669282,15.11802980776045,4.364193882576302,9.30608093266747,4.941887050091168,144.74411134353053,121.69288865646949
2021-01-28,139.52,141.99,136.7,137.09,142621128,5.2900000000000205,-0.03498521751372663,140.85999999999999,133.4705,131.0202,125.5990909090909,124.15209999999999,118.26645,139.63108485597868,2.6641415127585586,135.2801852270774,5.81894227592351,130.97507336840465,5.180559614401524,126.00748663509452,8.279892681561984,4.3508996289012885,8.656011487574034,13.623598220884162,4.3051118586727455,9.272698591982873,4.967586733310128,145.108384551847,121.83261544815296
2021-01-29,135.83,136.74,130.21,131.96,177523812,6.530000000000001,-0.037420672550879,139.43800000000002,133.46599999999998,131.19459999999998,125.86261363636363,124.30300000000001,118.44885000000001,137.07405657065246,4.855050978105479,134.96397711021288,5.820133295634295,131.01369794219272,5.058641105745241,126.12535818687483,8.283342722999489,2.1100794604395787,6.060358628459738,10.948698383777625,3.9502791680201597,8.838618923338046,4.888339755317887,145.10626659126856,121.8257334087314
2021-01-30,135.83,136.74,130.21,131.96,177523812,6.530000000000001,0.0,137.246,133.4615,131.38559999999998,126.1071590909091,124.4651,118.62335000000002,135.36937104710165,5.339895130056614,134.67788405209737,5.8213204099923095,131.05080782681262,4.89792799173749,126.24089564852088,8.272878347438521,0.6914869950042828,4.318563220289036,9.128475398580775,3.6270762252847533,8.436988403576493,4.809912178291739,145.10414081998462,121.81885918001538
2021-01-31,135.83,136.74,130.21,131.96,177523812,6.530000000000001,0.0,135.006,133.6105,131.57659999999998,126.30045454545456,124.6343,118.79450000000001,134.2329140314011,4.525934157718353,134.41903795189762,5.738119511331161,131.08646242183957,4.72388572759203,126.35414523963928,8.25116413641509,-0.18612392049652726,3.146451609561524,7.878768791761814,3.332575530058051,8.064892712258342,4.7323171822002905,145.08673902266233,122.13426097733768
2021-02-01,133.75,135.38,130.93,134.14,106239823,4.449999999999989,0.016520157623522103,133.42200000000003,133.8775,131.8112,126.47215909090909,124.82530000000001,118.9826,134.20194268760073,2.2573258515334667,134.39246290885976,5.625636689113363,131.20620899353213,4.5473300710978695,126.5083205814286,8.247894675355619,-0.19052022125902113,2.995733694068605,7.693622106172128,3.186253915327626,7.8841423274311495,4.697888412103524,145.12877337822673,122.62622662177327
2021-02-02,135.73,136.31,134.61,134.99,83305400,1.6999999999999886,0.00633666318771442,133.002,134.0825,132.0754,126.65738636363636,125.0248,119.1759,134.4646284584005,1.4581220799374666,134.44937120325406,5.58560167328778,131.35459295457008,4.331239258018984,126.67627462932111,8.250092069275178,0.015257255146451598,3.1100355038304315,7.788353829079398,3.09477824868398,7.773096573932946,4.678318325248966,145.25370334657558,122.91129665342444
2021-02-03,135.76,135.77,133.61,133.94,89880937,2.1599999999999966,-0.0077783539521446565,133.398,134.334,132.1966,126.83068181818182,125.2137,119.36395,134.28975230560036,1.3706275934772605,134.400859660087,5.4520902799803626,131.45598146615558,4.296089636316503,126.82011077527515,8.235641763859594,-0.11110735448664855,2.8337708394447816,7.469641530325205,2.94487819393143,7.580748884811854,4.635870690880424,145.23818055996074,123.42981944003928
2021-02-04,136.3,137.4,134.59,137.39,84183100,2.8100000000000023,0.025757802000895946,134.48399999999998,134.8465,132.38819999999998,127.04318181818181,125.4216,119.56925,135.3231682037336,1.9675949786481761,134.68553969245966,5.216940296058161,131.68868807532596,4.310065433472802,127.02941551239842,8.278301894871216,0.637628511273931,3.634480128407631,8.293752691335172,2.9968516171337,7.656124180061241,4.659272562927541,145.2803805921163,124.41261940788367
2021-02-05,137.35,137.42,135.86,136.76,75693830,1.5599999999999739,-0.004585486571075048,135.44400000000002,135.32750000000001,132.5494,127.27545454545454,125.6772,119.76125,135.8021121358224,1.5562229917340804,134.8831073407968,4.903044032993956,131.88756305276416,4.320022396956392,127.22210035373706,8.229210239854085,0.919004795025586,3.9145490830582332,8.580011782085336,2.9955442880326473,7.66100698705975,4.665462699027103,145.13358806598794,125.52141193401211
2021-02-06,137.35,137.42,135.86,136.76,75693830,1.5599999999999739,0.0,135.968,135.8085,132.75140000000002,127.51170454545455,125.8916,119.96005000000001,136.12140809054827,1.4444618375027738,135.0618590226257,4.513993767922835,132.0786390114793,4.274917356881187,127.41096965366306,8.235934041464619,1.0595490679225747,4.042769079068961,8.710438436885212,2.9832200111463862,7.650889368962638,4.667669357816251,144.8364875358457,126.78051246415434
2021-02-07,137.35,137.42,135.86,136.76,75693830,1.5599999999999739,0.0,136.32199999999997,136.2895,132.9534,127.70795454545456,126.17060000000001,120.1575,136.33427206036552,1.3592350790065657,135.22358673475657,4.028071858189854,132.26222179534287,4.219475066490554,127.59609896745191,8.124966488819918,1.110685325608955,4.0720502650226535,8.738173092913613,2.9613649394136985,7.6274877673046575,4.666122827890959,144.3456437163797,128.2333562836203
2021-02-08,136.03,136.96,134.92,136.91,71297214,2.0400000000000205,0.0010968119333139015,136.916,136.74349999999998,133.15839999999997,127.9090909090909,126.45110000000001,120.3778,136.52618137357703,0.2728186210693007,135.3841975219226,3.5017398307283787,132.4444876072902,4.155991671732629,127.78053265126475,8.004609012590604,1.1419838516544303,4.081693766286833,8.745648722312282,2.9397099146324024,7.603664870657852,4.663954956025449,143.74697966145675,129.74002033854322
